CIL IV #,Reggio,Insula,Entrance,found?,In English,org. ,Literacy (1-3),In org. language,Context type specific,Context type general,Famous House,Category,Written by,Work,Meter,Repetition,Foreign language,Image ,Flohr Score,Socio-economic status,comments
2180,7,12,18_20,,Bravo Castrensis! Bye!,,2,,,brothel,,Social,,,,,,,5.59,low,
2179,7,12,18_20,yes,Bravo Paris,,2,,,brothel,,Social,,,,,,,5.59,low,
2206,7,12,18_20,,"Bye, Callidromus!",,2,,,brothel,,Social,,,,,,,5.59,low,
2212,7,12,18_20,,"Bye, victorious Victoria!",,2,,,brothel,,Social,,,,,,,5.59,low,
2279,7,12,18_20,,Costs 2 asses,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2219,7,12,18_20,,"December, you fuck well",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2242,7,12,18_20,,Epagathus fucker,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2178,7,12,18_20,,Facilis has fucked here,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2224,7,12,18_20,,Felix with Fortuna,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2176,7,12,18_20,yes,"Felix, you fuck well.",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2213,7,12,18_20,,Fell silent...,,3,,,brothel,,Reference,Virgil,Aeneid,yes,,,,5.59,low,
2259_2275,7,12,18_20,,Fortunata sucks it.,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2254,7,12,18_20,,Fronto openly licks cunt,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2244_2245,7,12,18_20,,"Fructus, Fructus, Fructus",,2,,,brothel,,Tagging,,,,,,,5.59,low,
2183,7,12,18_20,,"Good luck to those from Puteoli, to all from Nuceria good luck, and the hook for those from Pompeii and Ischia!",,3,,,brothel,,Social,,,,,,,5.59,low,
2173,7,12,18_20,,Hello daughter!,,2,,,brothel,,Social,,,,,,,5.59,low,
2247,7,12,18_20,,Here Bellicus has fucked a man,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2203,7,12,18_20,,Here I fucked Mula; what,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2175,7,12,18_20,,Here I have fucked many girls.,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2195,7,12,18_20,,Hermeros has fucked here.,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2249,7,12,18_20,,Hyginus….here with Messius,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2199,7,12,18_20,,I am Felicula…,,2,,,brothel,,Tagging,,,,yes,,,5.59,low,
2277,7,12,18_20,,"I fuck mouth, but",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2217,7,12,18_20,,I have been fucked here,,2,,,brothel,,Sexual,woman,,,,,,5.59,low,
2191,7,12,18_20,,I have fucked here,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2210,7,12,18_20,,I want to bugger,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2200,7,12,18_20,,"I, Felicula, have fucked here",,2,,,brothel,,Sexual,,,,yes,,,5.59,low,
2181,7,12,18_20,,Iarinus,,2,,,brothel,,Tagging,,,,yes,,,5.59,low,
2270,7,12,18_20,,Liberalis,,2,,,brothel,,Tagging,,,,,yes,,5.59,low,
2235,7,12,18_20,,"Marcus greets Scepsis, everywhere",,2,,,brothel,,Social,,,,,,,5.59,low,
2204,7,12,18_20,,Mola: fucktress,,2,,,brothel,,Insult,,,,,yes,,5.59,low,
2216,7,12,18_20,,Mousaios fucks here,,2,,,brothel,,Sexual,,,,,yes,,5.59,low,
2268,7,12,18_20,,"Myrtale, you suck the Cassaci!",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2292,7,12,18_20,,"Myrtis, cocksucker",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2273,7,12,18_20,,"Myrtis, you suck it well.",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2201,7,12,18_20,,Of Ianuaria…,,2,,,brothel,,Social,,,,yes,,,5.59,low,
2192,7,12,18_20,,On July 14th Hermeros together with Philetaerus and Caphisus has fucked here,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2248,7,12,18_20,,Phoebus good fucker,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2182_2207,7,12,18_20,,"Phoebus, bugger",,2,,,brothel,,Sexual,,,,yes,,,5.59,low,
2184,7,12,18_20,,"Phoebus, the perfumer, has had a great fuck here.",,3,,,brothel,,Sexual,,,,,,,5.59,low,
2241,7,12,18_20,,Phosphorus has fucked here.,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2265,7,12,18_20,,Placidus fucked here every man he wanted,,3,,,brothel,,Sexual,,,,,,,5.59,low,
2202,7,12,18_20,,"Restituta, with a good character.",,2,,,brothel,,Social,,,,,,,5.59,low,
2208,7,12,18_20,,Sabinus to Proclus: greetings.,,2,,,brothel,,Social,,,,,,,5.59,low,
2188,7,12,18_20,,"Scordopordonicus has had a good fuck here, with whichever man he wanted",,3,,,brothel,,Sexual,,,,,,,5.59,low,
2185_2186,7,12,18_20,,"Sollemnis, you fuck well.",,2,,,brothel,,Sexual,woman?,,,,,,5.59,low,
2252,7,12,18_20,,Syneros you fuck well!,,2,,,brothel,,Sexual,,,,yes,yes,,5.59,low,
2288,7,12,18_20,,Synethus has fucked Faustilla properly everywhere,,2,,,brothel,,Sexual,,,,yes,,,5.59,low,
2253,7,12,18_20,,"The bill? If you give it to me, Batacarus, I will bugger you",,3,,,brothel,,Insult,,,,,,,5.59,low,
2225,7,12,18_20,,The true Victoria,,2,,,brothel,,Social,,,,yes,,,5.59,low,
2257,7,12,18_20,,Victor has fucked here with Attis,,2,,,brothel,,Sexual,,,,,,,5.59,low,
"655, 658",7,12,18_20,,"Victor, (you) fuck well.",,2,,,brothel,,Sexual,,,,yes,,,5.59,low,
2260,7,12,18_20,,"Victor, all the best to you, who fuck well.",,2,,,brothel,,Sexual,,,,yes,,,5.59,low,
2226,7,12,18_20,,"Victoria, unbeaten, (lives) here",,2,,,brothel,,Social,,,,yes,,,5.59,low,
2187,7,12,18_20,,"Vitalio, you fuck well.",,2,,,brothel,,Sexual,,,,,,,5.59,low,
2238,7,12,18_20,,We have come (here),,2,,,brothel,,Social,,,,,,,5.59,low,
2211,7,12,18_20,,We have seen it.,,2,,,brothel,,Sexual,,,,,,,5.59,low,
2246,7,12,18_20,,When I came here I fucked then I went back home,,3,,,brothel,,Sexual,,,,,,,5.59,low,
9108,9,12,1,,"6th of July: a tunic, 15 sesterces",,2,,shop,,,Civic,,,,,,,,high,
7894a-c,9,12,1,,N/A,,,,shop,,,Religious,,,,,,pictoral,,high,
7895a-b,9,12,1,,N/A,,,,shop,,,Religious,,,,,,pictoral,,high,
9109,9,12,2,,"I have written it down, started weaving on December 26th",,2,,staircase,,,Civic,woman,,,,,,,high,
10070,1,13,10,,"Lesbianus, you shit and write ""kind regards"" …",?,2,Lesbiane cacas scribisqve (sa)lvte,entrance,tabernae,,Insult/Threat,,,metrical,,,,2.07,low,
10059,1,13,1,,Of arms and a man…,?,3,Arma vir(vmqve),atrium,house,,Reference,Virgil,Aeneid,poetry quote,yes,,,12.09,low,
10065a,1,13,3,,"We came here desiring, much more…",?,3,Venimvs hoc cvpidi mvlto magis,entrance,house,,Insult,,,metrical,,,,4.93,low,
10073c,1,13,10,,Epaphroditus cocksucker,?,2,[E]pafroditvs fella(t)or,entrance,tabernae,,Insult/Sexual,,,,,,,2.07,low,
10062,1,13,1,,"Long live, long live..!",,2,Viv(at) v(ivat),peristyle,house,,Social,,,,yes,,Crude cross,12.09,low,
1555,6,13,2,,"During the consulate of Lucius Nonius Asperenas/and Aulus Plotius, a little donkey has been born, on July 6th",,3,…,atrium,house,,Civic,,,,,,,32.9,medium,
4504,6,13,19,,"bye, bye modesta! All the best wherever you are",,2,VA MODESTA VA VALEA,atrium,,,Social,,,,,,,,low,
4498,6,13,19,,"Thylas, don't love/fortunatus/ bye",,3,THYLAS NOLI AMARE FORTVNATV VALE,atrium,,,Romantic/Sexual,,,,,,phallus,,low,
1510,6,13,6,,Amarilis cocksucker,,2,AMARILLIS FELLATRI,column,house,House of Marcus Terentius Eudoxus,Insult,,,,,,,22.45,medium,
1492,6,13,6,,Dos Marcus,,2,,column,house,House of Marcus Terentius Eudoxus,Tagging,,,,,yes,,22.45,medium,
1503,6,13,6,,Epheus fucker,,2,EPHESVS FUCKER,column,house,House of Marcus Terentius Eudoxus,Insult,,,,,,,22.45,medium,
1402,6,13,2,,"Bye, Myrrhine",,2,Myrine Val,entrance,house,,Social,,,,,,,32.9,medium,
1405,6,13,2,,"Little girl, many men love you./ Anicetus will (…) you with dick",,2,PVSINA MVL TI TE AMANT TE (A)NICETUS MENTVLA,entrance,house,,Sexual,,,,,,,32.9,medium,
4494,6,13,19,,"When a girl once, when a girl once…",,3,CUM QUEDAM CUM QUEDAM,entrance,,,Social,,,,,,,,low,
4477,6,13,19,,"Daphnicus ... here with Felicla with his Felicula./All the best to Felicula,all the best to Daphniculus. May it turn out well for them both!",,3,DAPHINICUS CUMM FELICULA…,façade,,,Social,,,,,,,,low,
4485,6,13,19,,"Hecticus, my puppet, Mercator says bye to you.",,3,HECTICE PVPE VA MERCATOR TIBI DICET,façade,,,Insult/Social,,,,,,,,low,
4491,6,13,19,,"Now the anger is still fresh, now it is time to leave/ When the grief has departed, believe me, love will return.",,3,,façade,,,Romantic,,Propertius,yes,,,,,low,
4488,6,13,19,,"When an old man lies back, his balls cover his crack/ When an old man lies back…",,3,,façade,,,Insult/Sexual,,,yes,,,,,low,
4447,6,13,2,,Little Well sends his many greetings to his little fish,,3,,peristyle,house,,Romantic/Social,,,,,,,32.9,medium,
4457,6,13,6,,Dogs,,2,Canes,peristyle,house,House of Marcus Terentius Eudoxus,Social,,,,,,,22.45,medium,
4456,6,13,6,,Marcus Terentius Eudoxusis always/the only one who supports and helps/ and protects (and) supports his friends in every way,,3,,peristyle,house,House of Marcus Terentius Eudoxus,Social,,,yes,,,,22.45,medium,
4496,6,13,19,,A most fortunate portent from the right!,,3,,tablinum,,,Civic,,,,,,,,low,
4471 and 4479,6,13,19,,"Bye, Actius",,2,ACTI VA,,,,Social,,,,,,,,low,
2060,7,13,8,,Romula lives here with Staphylus.,,2,,atrium,,,Tagging,,,,,,,,high,
2059,7,13,3,,"A Happy New Year to us, many years!",,3,,shop,,,Social,,,,,,,,high,
9123,9,13,4,,"Nothing can last forever. When the sun has shone well, it gives itself back to the Ocean; the moon, which was full just now,is a crescent; severe winds often become a gentle breeze.","Varone 2002, 109-110",3,,entrance,tabernae,,Religious,,,uncommon use of isolated pentameter,,,,,high,
9116,9,13,3,,"Died: Gloerus, on the last day before the nones",,3,,facade,,House of Gaius Julius Polybius,Civic,,,,,,,,high,
9114,9,13,3,,Fortunatus bye!,,2,,facade,,House of Gaius Julius Polybius,Social,,,,,,,,high,
9117,9,13,3,,Primigenius greets Fortunata,,2,,facade,,House of Gaius Julius Polybius,Social,,,,,,,,high,
"AE 1997, 216",9,13,3,,"[unsure, requires referral to book]","Biville 2003, 220",,,kitchen,,House of Gaius Julius Polybius,Reference,,,poetry quote,from a tragedy,,,,high,
"AE 1977, 217",9,13,3,,Poppaea sent as gifts to the most holy Venus: a beryl and a drop pearl. A large single pearl came with them.,"Biville 2003, 220",3,,kitchen,,House of Gaius Julius Polybius,Religious,,,,,,,,high,
9127,9,13,5,,A pen with an inkwell has written this (...),,3,,workshop,house,,Tagging,,,,,,,,high,
9131,9,13,5,,"I sing of fullers and a hoot-owl, not of arms and a man!","Benefiel  2010a, 50",3,,workshop,house,,Reference,,,,yes,,Near image of Aenas from the Augustan period,,high,
9139,9,13,5,,N/A,,,,workshop,house,,,,,,,,,,high,
"AE 1977, (???)",9,13,3,,"When Ceasar came to the most holy Venus, when your own heavenly feet, emperor, carried you there, it was thousands of thousands pounds of gold!",De Caro 2006 71-83,3,,,,,Religious,,,,,,,,high,
4533,6,14,37,,"Gaius Hadius Ventrio, Roman knight, born between the beet and the cabbage",,3,C HADIVS VENTRIO EQES NATVS ROMANVS INTER BETA ET BRASSICA ,atrium,house,,Tagging,,,yes,,,,8.81,low,
1531,6,14,43,,Antenor was able to…,,2,ANTENOR (P)OTVI(T),atrium,house,House of the large brothel,Reference,Virgil,Aeneid,yes,,,,22.95,medium,
1529,6,14,43,,Th(roatfucker)! Throatfucker!,,2,IR IRRVMATOR,atrium,house,House of the large brothel,Sexual,,,,,,,22.95,medium,
1520,6,14,43,,"The white girl has taught me to hate dark girls. I shall hate them if I can; if not, I shall love them unwillingly. Written by Venus Fyscia from Pompeii",,3,,atrium,house,House of the large brothel,Reference,,,yes,same as other,,,22.95,medium,
1526,6,14,43,,The white girl has taught to hate d(ark)…,,3,CANDIDA ME DOVIT NIG..,atrium,house,House of the large brothel,Reference,,,yes,same as other,,,22.95,medium,
1527,6,14,12,,Corydon is a rustic,,2,RVSTICVS EST CORYDO(N),atrium,,,Reference,,Virgil,yes,,,,,low,
4519,6,14,20,,That's why I am in love and go mad!,,3,DIA TVTO PILO MAENOMAE,column,house,House of Orpheus,Romantic,,,,,,,28.6,medium,
4523,6,14,20,,(Here) I buggered six.,,2,PEDICAVI VI,dining room,house,House of Orpheus,Insult,,,,,,,28.6,medium,
4520,6,14,20,,"Inhabitants of the land, of the earth",,3,RVRIS INCOLAE TELLVRIS,dining room,house,House of Orpheus,Civic,,,,,,,28.6,medium,
4559,6,14,39,,Crescens greets Cissonius,,2,CRES CES CISONIO SAL,entrance,house,,Social,,,,,,,11.5,low,
1516,6,14,43,,"Here now I fucked a beautiful girl, praised by many, but inside there was mud",,3,HIC EGO NVNC FVTE FORMOSA FORMA PVELLA LAVDATA A MVLTIS SET LVTVS INTVS EERAT,entrance,house,House of the large brothel,Insult/Sexual,,,yes,,,,22.95,medium,
1512,6,14,43,,Good luck to the residents of Nola!,,2,NOLANIS FELICITER,façade,house,House of the large brothel,Social,,,,,,,22.95,medium,
1517,6,14,43,,Here I have now fucked a beautiful girl…disease…beautiful face…Here the companions safely and in exemplary fashion lick our girls from Stabiae,,3,,façade,house,House of the large brothel,Sexual,,,yes,,,,22.95,medium,
4547,6,14,38-39,,I'll shove it in your mouth!,,2,IRVMO,façade,,,Insult/Sexual,,,,,,,,low,
4550,6,14,38-39,,"Martialis, here I will see you",,2,MARTIALIS HAC TE VIDEBO,façade,,,Civic,,,,,,,,low,
4566,6,14,40,,"Felicio, you got it bad!",,2,FELICIO TOMINTARE,garden,house,,Insult,,,,,,Man with large phallus,17.86,low,
4562,6,14,40,,See how I suffer! I ask,,2,VIDE QUE PATEOR PETERVLA ROGO,garden,house,,Insult,,,,,,,17.86,low,
4507,6,14,20,,Fall ill/fall ill/fall ill,,3,AEGROTA AEGROTA AEGROTA,peristyle,house,House of Orpheus,Insult,,,,,,,28.6,medium,
4515,6,14,20,,"When some- one when/ some-/one, who is/ poor…",,3,CUM QVID AM AI CVM Q VIDAM PAV(PER),peristyle,house,House of Orpheus,Insult,,,,,,,28.6,medium,
4509,6,14,20,,"Who forbids love?/Who keeps a watch on lovers?/He is nothing, (he stands) alone.",,3,QVIS AMARE VETAT QVIS CVSTODIT AMANTES NIL EST VNICVS,peristyle,house,House of Orpheus,Romantic,,,,,,,28.6,medium,
1544,6,14,43,,"Marcus Vinicius Vitalis has died July 6th, during the consulate of Afrinus and Africanus",,3,M VINICIVS VITALIS EXIT PR NON IVIALIAS AFRINO ET AFRICANO COS,peristyle,house,House of the large brothel,Civic,,,,,,,22.95,medium,
1538,6,14,43,,When someone wanted to have wings…,,3,QVIDAM CVM PETERET ALAS,peristyle,house,House of the large brothel,Reference,,poetry,yes,,,,22.95,medium,
3494i,6,14,36,,"Who so wishes help yourself. Oceanus, come and drink. This is not one, not three, it's two. Out! I ask you, cocksucker. Away with you, outside you can quarrell!",,3,,,bar,Bar of Salvius,Insult,,,,,,Dice players,4.2,low,
3042,6,14,43,,"Cruel Lalage, who doesn't love",,3,CRUVDELIS LALAGE QVAE NON AMAT,,house,House of the large brothel,Reference,Horace,,yes,,,,22.95,medium,
1545,6,14,43,,"To you, Nero and Poppaea",,3,O VOBIS NERO POPPEA,,house,House of the large brothel,Political ,,,,,,,22.95,medium,
8995a-d,9,14,4,,Romulus in Romulus in heaven and Remus of Camillius,,3,,atrium,house,House of Marcus Obellius Firmus,Religious,,,,,,,,,
8891,9,14,4,,Ships of Celer,,2,,column,house,House of Marcus Obellius Firmus,Religious,,,,,,simple image of ship,,,
8973,9,14,4,,"I baked bread, successfully",,3,,peristyle,house,House of Marcus Obellius Firmus,Civic,,,,,,,,,
8966a-d,9,14,4,,"Nucerinus, handsome man. Nucerinus Nuc(erinus) Nuce(rinus)",,2,,peristyle,house,House of Marcus Obellius Firmus,Tagging,,,,,,,,,
8968,9,14,4,,Of Lucrius (...) you are in love with a slave of Hirrius (...) of the slave of Flaminius,,3,,peristyle,house,House of Marcus Obellius Firmus,Romantic,,,,,greek (latin names),,,,
8976,9,14,4,,Programus with a pack animal,,2,,peristyle,house,House of Marcus Obellius Firmus,Sexual,,,,,,man and horse,,,
8972,9,14,4,,On April 19th I baked bread,,2,,room,house,House of Marcus Obellius Firmus,Civic,,,,,,,,,
N/A,1,15,3,,"Severus (has written this), a thousand lambs of mine are wandering in the Sicilian mountians",Giordano/Angelandrea 1993,3,Severvs mille meae sicvlis errant in montibvs ag(nae),atrium,house,House of the ship Europa,Reference,Severus/Virgil,"Bucolics 2, 21",Poetry quote/hexameter,,,,16.95,low,
10259,1,15,1,,ABCDEFGHIJKLMNOPQRSTUVWXYZ ,?,2,ABCDEFGHIKLMNOPQRSTVX,entrance,house,,Civic,children?,,,,,,15.2,low,
10195,1,15,3,,"If someone tells me ""Get up and fuck"", if there is a good reason, get up, if not, go on drinking, You, my girl, have bought yourself…",Fortson/Wallace 2003,3,Si qvi mi dicat svrge fvtvtvm si cavsa este svrga si mi(nv)s vsce biba pvella mea emisti tibe,entrance,house,House of the ship Europa,Insult/Sexual,,,,,,,16.95,low,
10194a,1,15,3,,Marcus Pollius Pudens fucks free of charge if he will love Gemella,?,2,M polli(v)s pvdes fvtvit cratis si amabit gem(ellam),entrance,house,House of the ship Europa,Romantic,,,,,,,16.95,low,
10196g,1,15,3,,"Cethegus, good man",?,2,Cetegvs vir bonvs,peristyle,house,House of the ship Europa,Social,,,,,,,16.95,low,
10197,1,15,3,,"Lick, girl! Nobody says ""no"" to one who puts it in someones mouth and stains his hand",Lagner 2011 67-69,3,Elige (p)vela irvman(ti) mnv (po)llenti nvli negant,peristyle,house,House of the ship Europa,Sexual,,,,,,Ship,16.95,low,
10196h,1,15,3,,"Munatius Caecus, good man",?,2,Mvnati(vs) cervs vir bon(vs),peristyle,house,House of the ship Europa,Social,,,,,,,16.95,low,
10196c,1,15,3,,"When a poor man, loved…",?,3,Cvm qvid(am) pav(per) amatvs,peristyle,house,House of the ship Europa,Romantic,last line by different hand,,,,,,16.95,low,
4665,6,15,9-Jan,,fell silent,,3,contriq vere,atrium,house,,Reference,Virgil,aeneid,yes,,,,8.17,low,
4666,6,15,9,,place is free,,2,,atrium,house,,Social,,,,,,,8.17,low,
4653,6,15,7_8,,Demigod,,2,SEMIDEVS,atrium,house,house of the prince of naples,Religious,,,,,,,,low,
4656,6,15,8-Jul,,"bye, curius",,2,,column,,house of the prince of naples,Social,,,,,,,,low,
4659 and 4663,6,15,9,,"whoever is in love, go to hell",,2,,entrance,house,,Romantic,,,,,,,8.17,low,
4592,6,15,1,,"Eutychis, Greek: 2 asses. With a good character",,3,,entrance,house,House of the Vettii,Sexual,,,,,yes,,39.4,medium,
4677,6,15,16,,Flaccus II,,2,,façade,,,Tagging,,,,,,,,low,
4639,6,15,6_7,,Best wishes from spendusa to speratus,,2,,façade,,,Social,,,,,,,,low,
4603,6,15,1,,The Roman once devotes gold again instead of iron,,3,,kitchen,house,House of the Vettii,Civic,,,yes,,,,39.4,medium,
4580,6,15,,,"Ampilatus, cocksucker",,2,AMPLIATE FELATOR,outer wall,,,Insult/Sexual,,,,,,,,low,
4586,6,15,,,"Beware evil, you shitter!",,2,MALUM CACATOR,outer wall,,,Insult/Social,,,,,,,,low,
4582,6,15,,,"Bye, Hyla!",,2,HYLA VA,outer wall,,,Social,,,,,,,,low,
4699,6,15,,,"Isidorus, house born slave from Puteoli, cuntlickingly",,2,ISIDORVS VERNA PVTIOLANVS CVNNVLINGETER,outer wall,,,Insult/Sexual,,,,,,,,low,
3512,6,15,,,News! The artwork complains that it is .. For any writer It is seen,,3,,outer wall,,,Insult,,,,,,,,low,negative attitude towards graffiti?
4581,6,15,,,of neccesity…,,3,NECESITATIS,outer wall,,,Civic,,,,,,,,low,
4579,6,15,,,"Secundus, nothing true ",,2,SECVNDE NIL VERI ,outer wall,,,Insult,,,,,,,,low,
4600,6,15,1,,Celer has made this,,2,,peristyle,house,House of the Vettii,Tagging,,,,,,,39.4,medium,
4597,6,15,1,,Greetings! Greetings!,,2,,peristyle,house,House of the Vettii,Social,,,,,,,39.4,medium,
4596,6,15,1,,"Vitalio, hi! Actius (sends) Cossinia his mother, his best wishes",,2,,peristyle,house,House of the Vettii,Social,,,,,,,39.4,medium,
4621,6,15,5,,Beryllus,,2,,peristyle,house,,Tagging,,,,,,,32.35,medium,
4618,6,15,5,,Comrades in arms/ comrades in arms/ comrades in arms/ comrades in arms,,3,,peristyle,house,,Violence,,,,,,,32.35,medium,
4622,6,15,5,,"Comrades in arms/ comrades in arms/ comrades in arms/ comrades in arms, iask you/ comrades in everything",,3,,peristyle,house,,Violence,,,,,,,32.35,medium,
4610,6,15,2,,On January 20th 840 pounds of oil,,2,,peristyle,,,Civic,,,,,,,,low,
4611,6,15,2,,Send my best to!,,2,Salvatae,peristyle,,,Social,,,,,,,,low,
4637,6,15,6,,Cornelia helena is loved by rufus,,2,,staircase,house,,Romantic,,,,,,,16.04,low,
4675,6,15,16-Jan,,Fell silent,,3,contrique,,bar,,Reference,Virgil,aeneid,yes,,,,,low,
4824,7,15,7,,Felix with Musicus,,2,,atrium,tabernae,,Sexual,,,,,,,8.21,low,
4826,7,15,7,,What have I to do with….,,3,,atrium,tabernae,,Social,,,,,,,8.21,low,
4832,7,15,8,,I sing of arms and the man who first from the coast of Troy…,,3,,atrium,house,,Reference,Virgil,Aeneid,yes,,,,11.68,low,
4833,7,15,8,,Nymphe of Crispinus is a completely worthless slave girl,,2,,atrium,house,,Insult,,,,,,,11.68,low,
4831,7,15,8,,"Who wrote (this), is a good for nothing Syrian.",,3,,atrium,house,,Insult,,,,,,,11.68,low,
4804,7,15,2,,Nikostratos Menestratos Stephanos,,2,,atrium,,,Tagging,,,,,yes,,,high,
4814,7,15,6,,Best wishes to Nero,,2,,façade,tabernae,,Political/Social,,,,,,,2.58,low,
4816,7,15,6,,Chryseus and Successus. Here we fucked three times.,,3,,façade,tabernae,,Sexual,,,,,,,2.58,low,
4815,7,15,6,,Fucker!,,2,,façade,tabernae,,Insult,,,,,,,2.58,low,
4858,7,15,12_13,,"Amethystus, and not without his Valentina.",,2,,façade,,,Romantic,,,,,,,,high,
6828,6,16,7-Jan,,"Primigenes, public servant of Caesar, thought of here Prigmenes thought",,3,,atrium,house,House of the golden cupids,Insult/Social,,,,,yes,,2.01,low,
6842,6,16,15-Jan,,"If anyone has not seen the Venus which Apelles has painted, then let him look at my doll: so too she beams",,3,,atrium,house,House of the large altar,Religious,,,yes,,,,10.26,low,
6853,6,16,29,,On January 17th the cook has come,,3,,atrium,house,,Civic,,,,,,,14.96,low,
6856,6,16,4-Feb,,ROMA,,2,,atrium,,,Civic,,,,,,,,low,
6817,6,16,7-Jan,,Campylus sends greetings to Poppaea,,2,,entrance,house,House of the golden cupids,Social,,,yes,,,,2.01,low,
6818,6,16,7,,"Modestus together with Albana, Albana",,2,,entrance,house,House of the golden cupids,Romantic,,,,,,,2.01,low,
6825,6,16,7,,with which he drinks… is covered by bones and ash,,3,,entrance,house,House of the golden cupids,Insult,,,yes,,,,2.01,low,
6815,6,16,4_5,,May god bless Aufidius Felix forever and ever,,2,,façade,,,Religious,,,,,,,,low,
6838,6,16,10,,May 24th: the emperor (was here). It was Sunday.,,2,,shop,house,,Political,,,,,,,7.46,low,
9143,7,16,20,,Greetings to Pompeians Everywhere,,2,,atrium,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,Hello!,,2,,entrance,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,Good luck to Rufo,,2,,dining room,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,"Having obtained the opportunity of writing you, I have not let it go by, so that you may know that I am fine. 'Antenor, having escaped from among the Greeks, was able to penetrate as far as the Illyrian bays.' Went shore",,3,,dining room,house,House of Fabius Rufus,Reference,Virgil,Aeneid,yes,,,,5.54,low,
,7,16,20,,Having obtained the opportunity…I have not let it go by,,3,,dining room,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,Lyaeus writes most amicably to Fabius Rufus,,3,,dining room,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,Onesimus (sends greetings) to his brother secundus!,,3,,dining room,house,House of Fabius Rufus,Social,,,,yes,,,5.54,low,
,7,16,20,,Secundus sends very many and everlasting greetings to his brother Onesimus!,,3,,dining room,house,House of Fabius Rufus,Social,,,,yes,,,5.54,low,
,7,16,20,,To Marcus Fabius Rufus,,2,,dining room,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,20,,To secundus lots of greetings lovingly,,2,,dining room,house,House of Fabius Rufus,Social,,,,,,,5.54,low,
,7,16,17,,Whoever is in love…,,2,QVIS QVIS AMAT,entrance,house,House of Maius Castricius,Romantic,,,yes,,,,32.3,medium,
,7,16,17,,To love…,,2,,outer wall,house,House of Maius Castricius,Romantic,,,,,,,32.3,medium,
,7,16,17,,Romula (had) 1300 men,,2,,peristyle,house,House of Maius Castricius,Violence,,,,,,,32.3,medium,
,7,16,17,,Romula lives here with her friend. Romula lives here with her friend.,,2,,peristyle,house,House of Maius Castricius,Social,,,,,,,32.3,medium,
,7,16,17,,Romula sucks her friend's cock here and everywhere,,2,,peristyle,house,House of Maius Castricius,Sexual,,,,,,,32.3,medium,
,7,16,17,,The number of the woman I love: 51,,3,,peristyle,house,House of Maius Castricius,Romantic,,,,,yes,,32.3,medium,
,7,16,17,,"We came here desiring, much more…",,3,,staircase,house,House of Fabius Rufus,Civic,,,,,,,32.3,medium,
,7,16,17,,"Chaste nymph, burn!",,3,,staircase,house,House of Maius Castricius,Insult/Sexual,,,,,,,32.3,medium,
,7,16,17,,Epaphroditus…here with Thalia,,2,,staircase,house,House of Maius Castricius,Romantic/Sexual,,,,,,,32.3,medium,
,7,16,17,,EPAPHRODITVS EPAPHRODITVS,,2,,staircase,house,House of Maius Castricius,Tagging,,,,,,,32.3,medium,
,7,16,17,,"Happy the man who will sleep with you tonight! If I did so, I would be much happier.",,3,,staircase,house,House of Maius Castricius,Sexual,,,,,,,32.3,medium,
,7,16,17,,"If only I could be a gem, for as much as one hour/ then when you were stealing I could give you the kisses I pressed on it.",,3,,staircase,house,House of Maius Castricius,Romantic,,,yes,,,,32.3,medium,
,7,16,17,,Sweet it is on the wide sea…,,2,,staircase,house,House of Maius Castricius,Reference,Lucretius,,yes,,,,32.3,medium,
,7,16,17,,"We came here desiring, much more we desire to leave but a girl here holds back our feet",,3,,staircase,house,House of Maius Castricius,Romantic,,,yes,,,,32.3,medium,
,7,16,17,,Whoever…,,2,QVISQVIS,staircase,house,House of Maius Castricius,Social,,,yes,,,,32.3,medium,
